machineId,jvmId,threadId,startTime,durationMs
e61473084a9d,-682132b6192e42f5bde,57,1730405173802,6
e61473084a9d,-682132b6192e42f5bde,56,1730405173802,6
e61473084a9d,-682132b6192e42f5bde,56,1730405175330,0
e61473084a9d,-682132b6192e42f5bde,57,1730405175330,0
e61473084a9d,-682132b6192e42f5bde,57,1730405177220,1
e61473084a9d,-682132b6192e42f5bde,56,1730405177220,1
e61473084a9d,-682132b6192e42f5bde,56,1730405178617,0
e61473084a9d,-682132b6192e42f5bde,57,1730405178617,0
e61473084a9d,-682132b6192e42f5bde,57,1730405179529,1
e61473084a9d,-682132b6192e42f5bde,56,1730405179529,0
